-242173355	-130863624	-996185150	-955556496	-579033686
-321879668	-38744715	-884598921	-736736298	-80353677
-872655390	-526762524	-917783118	-667288646	-530312706
-637582965	-857909068	-904903059	-778494149	-989593728
-628098146	-51838003	-679022939	-638450803	-157424857
-275270001	-611543449	-511687564	-255296106	-375840665
-984000596	-931052161	-555817666	-13148183	-295366525
-38540366	-817301443	-402389586	-20879428	-313437695
-123765281	-764404107	-635319237	-470987716	-848070422
-634386339	-900794794	-9035142	-258060025	-658794456
-859445852	-218429146	-87338431	-485765706	-612789955
-165789614	-833336262	-344432955	-157833766	-48374116
-508802055	-183203816	-752936365	-457830899	-382702792
-909957985	-917460588	-942147689	-149164090	-147853772
-186194384	-361484809	-649786557	-639519967	-534931096
-738800842	-523512074	-851488805	-81560288	-192715741
-569319305	-900298993	-720226316	-584745579	-945062634
-139767766	-14344884	-537258809	-73125920	-536337960
-92251251	-197246370	-569568753	-246183311	-843164227
-61422961	-563306917	-818871867	-989473162	-690129306
-622377813	-373340534	-433303847	-83664162	-490960985
-452893461	-576921411	-424040383	-785681147	-180383396
-468029182	-539054449	-791528249	-811540530	-890756856
-326011974	-618475832	-833562608	-387496771	-16180669
-129878506	-79964748	-204211262	-43762611	-516729471
-480812032	-7569128	-854724211	-95925740	-336939811
-821839829	-908523065	-717795412	-922685029	-125803058
-744778057	-13404417	-224997364	-101266464	-38086397
-998889322	-553272975	-968956334	-237735814	-478353561
-740736964	-879586660	-736657241	-576229751	-963128077
-582418999	-419511963	-67271353	-785497147	-624682148
-133734718	-263939777	-600482339	-475312059	-821282747
-239689301	-162442410	-205229601	-414727643	-137565552
-312433573	-839761972	-460823359	-939127100	-452552975
-183579788	-721361939	-500511184	-465264068	-839116817
-528677355	-969140551	-653347571	-136949139	-318939986
-5162517	-820505958	-818185027	-462631502	-814134035
-644910213	-893447276	-243562806	-531628325	-472407139
-886175734	-636280910	-5916879	-433316332	-761745386
-311475040	-132301053	-658110536	-285018226	-498879419
-664370311	-157597569	-231284595	-745722910	-355481515
-132510843	-931507770	-242210565	-111620587	-305756132
-254509787	-104001419	-595927803	-427146364	-385338987
-95451688	-825214806	-551501873	-834440352	-971165984
-393833944	-135875922	-549841823	-348240235	-847676227
-646214123	-55036261	-137618357	-594925543	-758921345
-28070934	-330148606	-913412723	-921491305	-428122235
-800143675	-956469459	-359262847	-896521074	-888117018
-942155927	-81991665	-192113989	-537416501	-674266203
-150990527	-289606402	-979355963	-796595648	-498818819
-579305362	-94481577	-20271379	-67256620	-8368652
-799635410	-221729925	-402390280	-783165031	-516358069
-431315175	-153101216	-207931375	-244266770	-133962679
-160802083	-955377386	-251460225	-385168995	-361378805
-675861098	-143967779	-374762630	-426691727	-614441357
-579743126	-476220369	-764655668	-477132743	-456422760
-327199861	-981782553	-151392719	-81884061	-681788613
-694639840	-372454391	-929124382	-774692496	-549841261
-541452782	-470757659	-228062591	-179539293	-638017613
-903976882	-445673280	-917002553	-499951187	-400602162
-573870696	-925271379	-366495666	-532671679	-358392608
-249043682	-431493020	-868498022	-388776915	-15895215
-85431676	-321764888	-859357025	-329639892	-897497703
-348641008	-436086312	-972566132	-177508895	-884664631
-82137064	-170457164	-963594322	-800697678	-351384477
-389481984	-267102119	-201024995	-578311811	-863047652
-943072212	-268635562	-201144670	-93143990	-256079291
-733283289	-656083539	-853236993	-461875446	-187485238
-77969695	-454897942	-318064760	-774485253	-886175791
-954294977	-635349297	-852295118	-710896542	-596635916
-931709284	-731728587	-947332885	-551181271	-449000835
-809980641	-244886673	-337472950	-797247355	-345251054
-164145164	-483759457	-433344764	-378194214	-74236404
-858521816	-122904719	-32412221	-682434491	-89150575
-714759784	-988892138	-18902571	-208424885	-56657689
-907198204	-539438156	-979531934	-151139925	-23611281
-158740288	-680024144	-526420689	-164072234	-14897393
-564353940	-391855965	-946239619	-792036226	-281452994
-5814843	-718530605	-463956136	-411756135	-8204514
-38476150	-801519877	-345241246	-342034951	-34461463
-172821235	-223277523	-455916670	-33749132	-76163843
-450448478	-641797468	-510214179	-328754763	-991454687
-529027820	-523296103	-318739653	-82606957	-975599994
-19064786	-90542576	-523823524	-115841685	-997222808
-938986986	-354583162	-624970292	-630703184	-640162
-303936784	-574041813	-116267427	-792457980	-203565484
-208727042	-115630108	-147939398	-931131873	-947932178
-335698122	-478926856	-127725954	-431765782	-455141609
-816420123	-326810713	-127318320	-311042706	-321975095
-114484175	-82729645	-330287089	-97599839	-451260225
-303843468	-649587238	-264574709	-876037823	-119033316
-612369779	-754046587	-713772637	-170951436	-152549839
-643850437	-75779359	-820730826	-709946708	-233885992
-776437138	-120447485	-288738705	-420977169	-864457473
-512179446	-831056349	-102398320	-836002152	-529557028
-901655347	-854193113	-980862416	-253852309	-688095544
-366224739	-687484731	-118721144	-856779681	-582821457
-425170021	-830073171	-659126420	-257400840	-320451373
-461899543	-735340537	-789602112	-717344269	-20786700
-385980941	-184262946	-53049081	-380951911	-575326397
-268624226	-146743203	-303997593	-686890499	-322065018
-91006659	-216832039	-304677259	-76420498	-837959323
-587868019	-453885440	-925184286	-506783955	-620610995
-29518083	-146504441	-674699308	-587559873	-497921539
-939001625	-937561523	-329675325	-890058545	-263710800
-331411912	-160290958	-428411806	-154284528	-586052091
-400058735	-850725586	-443021212	-199618625	-828183022
-265968323	-769178566	-491878970	-581925694	-4429359
-151428207	-366725128	-292792016	-840888148	-328113520
-22243497	-372479916	-179825450	-494260257	-185120413
-755071294	-67292883	-6444766	-738846810	-206206713
-610818604	-444178409	-273912226	-481826726	17724
-990127278	-60163444	-275649786	-253208534	-816228384
-424770896	-35511388	-159639537	-514067823	-964074711
-750825175	-213119213	-134707266	-953491059	-672295304
-69527309	-219754730	-425824124	-746837502	-457409094
-829497044	-557423680	-632874747	-536723096	-214480364
-619139070	-610635192	-766004573	-311045009	-861873410
-550993857	-169616057	-324709915	-971041708	-238525015
-335872704	-45147451	-884817743	-49899547	-42863695
-688182962	-169430554	-401913407	-394360241	-374404520
-847685338	-367857487	-770426296	-78671009	-145394162
-648611749	-853496511	-964070063	-515541967	-340176279
-234438668	-721076798	-216484356	-120223016	-955478583
-440091864	-31102072	-28993126	-512384507	-376001623
-105112696	-991267638	-253264969	-609812629	-718117784
-942438963	-405554340	-401605705	-524306176	-470551695
-23825258	-134795958	-357756700	-431057624	-862097899
-178485127	-133371528	-11387427	-321008636	-589548217
-78107541	-585724464	-107539497	-43955582	-196869460
-387367821	-972387922	-771470568	-621417341	-940574864
-24341835	-55057723	-105955442	-840514615	-580760810
-956639326	-354118200	-943428781	-506166724	-138454232
-65555618	-668647616	-520709091	-739837485	-22971366
-414281699	-811620331	-748781066	-964938608	-685039002
-955289452	-686279702	-506886269	-121546695	-930351737
-319700185	-385105584	-513508312	-978419285	-281036423
-413533080	-124791287	-913595631	-129978435	-824208063
-10459743	-890495829	-630880260	-920957585	-341211870
-672181868	-824769322	-411995292	-83965028	-64056209
-370638658	-241519001	-562265499	-370128025	-765102886
-580714380	-910655010	-698422312	-332804289	-878637056
-299502149	-953494418	-712803646	-689836623	-160084942
-860389391	-81545958	-767165254	-525388192	-955356086
-762946090	-934335203	-251655726	-492954697	-80234361
-497436807	-866233777	-841298420	-207617979	-847821729
-936554859	-894238321	-276885738	-361757500	-280351238
-311989353	-466503965	-824104105	-191914057	-490130462
-961582158	-903616783	-829265742	-233019573	-770279217
-77155834	-91927441	-823385787	-681739109	-320582908
-331811416	-566546819	-448549861	-41699686	-965443707
-556996425	-683860036	-163038620	-737037382	-71324879
-369530806	-359188172	-729470625	-701390115	-646526968
-847275742	-646005406	-119247891	-836517573	-301102939
-487643423	-614552262	-152051257	-440801747	-430251558
-202435501	-510167	-668596358	-59032829	-930242097
-376377604	-64161189	-895898656	-648437874	-206076790
-653511650	-619795643	-894058219	-978762304	-272666072
-573742368	-564919720	-106541560	-402944434	-622602031
-533730393	-640811735	-307667432	-985222301	-28173732
-282704455	-474707184	-694840016	-594538660	-6498065
-998352102	-414681392	-145988695	-922321141	-274848554
-147051455	-778467501	-522648731	-554951018	-520294927
-926065751	-948599630	-834855606	-168887368	-824284950
-69809119	-703749736	-258802978	-818272294	-70349133
-796794338	-740526386	-285438109	-117781334	-490433582
-296166616	-371627616	-500591914	-293862455	-594099833
-607910712	-268626872	-644928529	-302002843	-148707413
-721441691	-114178515	-125517475	-473837863	-881036856
-564416900	-686990470	-682446105	-212530323	-122387617
-749126035	-73047169	-689544844	-325758769	-624262802
-405195789	-715686894	-63018944	-714604905	-512806862
-558545687	-834015998	-457269205	-109537509	-13938488
-205471693	-429632658	-544536696	-794342951	-554974827
-589837265	-202897523	-817455484	-534688781	-318420812
-457232839	-581687879	-444002483	-292848767	-993365975
-678601246	-910694185	-882836978	-611042799	-495243116
-35681795	-15800140	-144646374	-460529714	-523557871
-851518087	-460335248	-868445528	-84095692	-739792568
-199408957	-193353945	-461653388	-332250362	-161416232
-724311168	-347987240	-350325631	-189485899	-467812337
-470006262	-666202243	-406103932	-535596578	-847000016
-91214432	-867350434	-695533712	-582250210	-589192245
-313095694	-798068008	-282395294	-358656680	-725678789
-361511392	-856819849	-542073229	-296526541	-93731800
-229936590	-364802937	-138067804	-476319204	-280207002
-214351081	-648309053	-325253829	-422768880	-955258824
-379111059	-538036243	-872115734	-119832104	-955624896
-42820362	-753968222	-177748641	-446063579	-79299899
-68010125	-489980887	-162220849	-864687701	-478669807
-328014684	-777693012	-960334427	-513341829	-666943434
-139214705	-157270943	-933199065	-628791537	-423398842
-267651298	-824311360	-701204959	-899494771	-180541781
-350510805	-921673412	-404276207	-595602727	-959757116
-193083977	-425859406	-78142431	-249950955	-100731869
-286690072	-891115750	-549421255	-3088889	-697656854
-521274595	-98237070	-631583745	-88192048	-846748927
-769944926	-897166161	-368628478	-640820380	-701590606
-735339982	-266767102	-600944605	-267242082	-938577453
-937959988	-729801797	-116947612	-757223328	-868669102
-605055076	-298112136	-171691002	-767751412	-707492954
-793114336	-799087664	-305854834	-346888151	-95025219
-163406234	-483085271	-182702229	-740042525	-308792440
-436216538	-493191445	-961090946	-770630984	-25633184
-848079330	-763265108	-790862771	-488147385	-754475555
-599511341	-196607565	-179005487	-356813107	-530420036
-237327341	-64797853	-375855269	-102655142	-700646844
-538628989	-847108338	-438671421	-426824466	-913254817
-740701777	-713135619	-975359841	-933893448	-454107871
-466407688	-16048074	-209142420	-965746685	-295575812
-230011393	-75567739	-276663655	-505258805	-809815222
-876700918	-514406457	-541827556	-923871661	-985070231
-188072411	-376468769	-33214130	-943729195	-392188195
-573752856	-124015532	-550729399	-78638809	-379031117
-282477565	-872327503	-285494110	-155454648	-511245995
-53919143	-550543360	-110401303	-46182307	-123937829
-135582153	-28045919	-277468976	-771184440	-183491585
-120794123	-213385687	-151388361	-641830392	-914659451
-803764251	-2489340	-289236077	-569234960	-759238380
-764068760	-540336893	-353225211	-784651251	-790239116
-755232797	-807654347	-343875784	-759813242	-379028388
-256194345	-236859358	-738779525	-951817346	-444385866
-331402593	-542047683	-222591540	-81124534	-7929862
-498010825	-657562045	-106594169	-831249779	-406376813
-259509561	-540317629	-966064071	-488803109	-870893935
-434077275	-640604486	-553401952	-671753995	-145463094
-199679241	-841103649	-855748770	-332936518	-575915309
-663625405	-96944497	-124573051	-328460084	-19944397
-616182146	-585042417	-125733578	-745618676	-233335596
-894916974	-535723449	-460576391	-911477640	-56259884
-924344607	-170335866	-934287511	-786947865	-544111127
-260667250	-183142569	-906955198	-522034279	-444151744
-548556520	-896748451	-870607575	-808474117	-666837604
-386772164	-2934146	-832559532	-988462566	-265426079
-282974704	-92038481	-351954580	-602547400	-278835408
-962604076	-692732482	-39096996	-245395848	-217685983
-638179405	-419733916	-720639293	-867459064	-980118540
-34449927	-509842554	-500357122	-10042311	-901322539
-210200772	-134037023	-788886884	-441100009	-769083574
-918344369	-259598179	-204936162	-680988891	-421466252
-491137825	-28984937	-591132568	-664499766	-757778906
-970285219	-965177302	-893414196	-664532592	-639123108
-162159500	-696736094	-793681845	-536168440	-81121594
-642919356	-98575419	-280193788	-421735426	-187477637
-355391692	-913250950	-717901228	-632810173	-37920916
-430537559	-411492078	-69108481	-112250412	-299916317
-665159446	-590132110	-507842	-104110054	-866630661
-136702822	-892218680	-38531856	-388561603	-51997767
-277194660	-383979788	-710093434	-811256334	-389319579
-80473178	-340756608	-142299142	-453290002	-449268004
-570171923	-2172388	-847820035	-377861153	-718028336
-291314365	-710682860	-439145645	-907387824	-507828236
-953546793	-868631132	-541732392	-357466347	-759056179
-97786493	-528569105	-999808409	-129056246	-831528829
-524335873	-433306867	-885744327	-391593738	-851735095
-725087949	-717170705	-483967774	-435450689	-858207068
-861931151	-180603244	-584923964	-987696049	-513978419
-570998970	-437982516	-367105785	-333211951	-897557485
-996330114	-898811846	-140576547	-648749300	-151281098
-488332358	-901158155	-946542348	-4456973	-59657389
-389208884	-139448013	-22427053	-77002395	-932994110
-116826059	-763210968	-500179773	-402126495	-128139573
-383730030	-287510877	-34313501	-478959371	-624182824
-780373068	-625980124	-771478173	-556741332	-487498679
-511833277	-673424437	-856780797	-586791305	-716347072
-159214345	-843380603	-844856207	-931900953	-106852593
-758249439	-81985013	-328698979	-684490772	-930699982
-323843699	-830075633	-72959149	-970078406	-585663858
-45699988	-306859206	-157994804	-164760771	-106187466
-352803326	-834697766	-109967134	-920068657	-143441094
-920165304	-555015530	-58857186	-43471863	-881649854
-36745869	-294690007	-33936658	-780627143	-232959478
-827722430	-329713582	-43830182	-944772122	-792429318
-475934009	-168782027	-33185654	-907074988	-44260410
-874934098	-729383627	-919980737	-359373146	-124464071
-852481657	-670563095	-595056241	-937307946	-540206581
-403808535	-463910860	-526008140	-148666817	-18716384
-458434265	-431575041	-624599254	-913210844	-617788515
-861775551	-702505354	-687818417	-170149653	-139386402
-859955821	-110009621	-677941967	-515194587	-465696427
-508927157	-750407633	-756353601	-966971440	-878536657
-916066104	-825251492	-650558116	-17719074	-50702677
-960922420	-607108319	-308019786	-801544102	-273842107
-296045792	-197146027	-220258866	-944158465	-355010438
-785319678	-217944202	-736365278	-948670715	-866689222
-570215188	-982363513	-940548211	-399666172	-366893675
-945559829	-942958784	-318169812	-522252917	-763488104
-369082573	-959595358	-66252970	-719521154	-204744009
-107079561	-753174205	-283555295	-537245752	-769408244
-322730403	-91818789	-361048577	-65701691	-984769437
-643399967	-338485563	-787231010	-311626296	-967458649
-540751552	-797420625	-529143753	-863225331	-932202810
-722682762	-720217603	-356624081	-454743941	-392151689
-262374259	-715810317	-930967492	-907470154	-55620611
-436162128	-248649994	-142963639	-162294077	-599326211
-359868240	-380489792	-474015952	-726119699	-580449771
-845576955	-101888754	-104900631	-3694165	-752834658
-448916215	-506302505	-142925956	-519471291	-234688627
-895503032	-116986102	-85643324	-343050991	-420135844
-533879468	-635865997	-325936182	-348187794	-835711864
-237102736	-66775916	-105043021	-714868090	-84577711
-378290547	-968162664	-773030588	-366847571	-628640292
-634651	-549995324	-803675750	-704868474	-650363909
-455842694	-658914900	-678797885	-882379683	-881938398
-339765314	-112618012	-90451209	-578175884	-493067896
-636765102	-294315711	-719119470	-911912087	-722063161
-749706812	-392175652	-258539432	-157826653	-768297521
-921036558	-853747678	-672026177	-536454295	-624508508
-166522179	-506179494	-830639765	-615268345	-248669719
-309057892	-709094886	-683995356	-311163555	-679397558
-285541405	-263720929	-806329608	-914552169	-279716680
-919514535	-35672112	-191106094	-504992646	-192101216
-667559057	-358823562	-394105092	-202917615	-733679610
-760183738	-899017280	-425425013	-481676808	-376113833
-599574113	-875870230	-138002390	-647297047	-79836199
-642925790	-380010495	-85864758	-25252712	-765322079
-805664985	-899336761	-793812083	-391653922	-78955874
-154356239	-954838090	-251391094	-649702882	-539209019
-250854825	-114310119	-630156941	-218547765	-245950899
-331862561	-980699087	-548754966	-287148306	-874091534
-684193017	-299386540	-903638494	-81675097	-600397060
-519599000	-530525921	-374480013	-420530531	-647902399
-921436072	-842155098	-455342431	-433308727	-178959901
-920830326	-390535897	-599207366	-566023931	-524521422
-659964180	-428192068	-531731979	-780516626	-362917415
-679418255	-910555364	-303586594	-132631971	-579010751
-642359816	-151123912	-320404715	-980224903	-44408536
-488361397	-714615993	-623392158	-425607649	-446310328
-700469117	-908833797	-537914662	-652302791	-20002490
-997659932	-311631505	-226121303	-750327015	-476127610
-771714184	-409981865	-769989224	-45460124	-551882136
-535409755	-32961480	-422676964	-638248262	-17524622
-155836728	-646551944	-37052164	-752866441	-315075458
-662625039	-602349280	-247553086	-19721237	-480858445
-148343079	-879532134	-28096150	-177879075	-350343638
-315128127	-978162999	-337729992	-963899916	-457221619
-558185648	-329580454	-778868134	-213013860	-610986315
-719919152	-720950259	-672114135	-920775278	-591236171
-67230331	-426531179	-161089166	-663578543	-536251650
-547722045	-899818941	-951526992	-510775299	-414342460
-296501946	-993978167	-170075799	-154671844	-344616220
-584780253	-217419646	-781176896	-153701291	-891632749
-876948621	-544922235	-862042933	-466153440	-192848002
-817402687	-243550992	-23669046	-508234431	-668532354
-39626015	-894280517	-265004197	-6811056	-846801882
-701292222	-13339995	-90140839	-242342686	-908391624
-122071921	-228335911	-212923472	-320372488	-906948506
-488755737	-114837693	-356392678	-29266063	-593778092
-795330532	-66900649	-436103323	-969699229	-229893117
-989135992	-322168270	-393124124	-154502787	-972427688
-99996848	-827858843	-337833043	-1231260	-912939033
-970997761	-295968130	-770515940	-612988027	-707270794
-857620045	-77820454	-370296882	-961672113	-871152950
-887579485	-255145823	-714705588	-658788315	-9979116
-71264591	-122518310	-89531024	-675568762	-146738795
-489664526	-161297045	-50417236	-269054720	-848329882
-108002103	-573852019	-813806952	-347211453	-192781110
-639692287	-220588271	-584971544	-248938896	-791717858
-782816497	-787034097	-437162195	-96267577	-71302618
-785332452	-828770422	-107970181	-702074284	-780596602
-801976542	-246667451	-567970401	-21256763	-712304619
-997813290	-570770417	-184565289	-125518858	-369369102
-782732653	-642835841	-563195314	-581732803	-766440758
-754582865	-354574510	-919726605	-711694245	-750346766
-956135096	-477111014	-236054447	-595785840	-719083802
-622613971	-105991387	-685948628	-362374637	-202983121
-43766549	-28612495	-395304110	-65091635	-452052289
-269285648	-505373542	-969536184	-225715372	-800537481
-243354593	-585659917	-594861075	-672804274	-853648128
-535445215	-168496358	-267946636	-827021588	-341891569
-817418094	-647633288	-368132589	-652301937	-584677059
-469264541	-431474970	-747966312	-549936118	-938386093
-290546403	-880113271	-398479277	-628337739	-140408
-785530366	-691913448	-796763199	-27480515	-634568847
-890922916	-204542503	-707862364	-703408149	-890151446
-181524730	-206127031	-618690123	-917259662	-642421850
-540166015	-763312315	-413142798	-505798424	-379840940
-924064724	-307900978	-556820654	-398740791	-890829771
-929092979	-960164375	-27398689	-113650607	-736602028
-226303495	-96937503	-307685756	-581112254	-226941876
-723042234	-97979971	-109151435	-18186686	-902157222
-734571076	-386294841	-610570508	-589737001	-106467244
-326652437	-749058861	-455109156	-67243011	-195163535
-321441632	-480252381	-704525701	-668273999	-309753377
-977146624	-87153313	-889519806	-718020870	-218707608
-782377184	-218471013	-818170021	-305982538	-114912237
-687050941	-54994164	-507213988	-70559680	-860381422
-656605917	-719466333	-160023079	-947081956	-36671564
-568685589	-343202335	-236113470	-812209174	-285377755
-851524826	-108777840	-928088241	-434930879	-781402014
-65590906	-506055147	-835887218	-574896099	-390205702
-46879572	-182150957	-495163981	-766583149	-396351589
-588016124	-878037266	-90904581	-772543309	-947186041
-639125838	-761377655	-384033354	-234334852	-113591605
-346716349	-872240885	-388923426	-62262373	-924741793
-246128134	-967105388	-925957331	-95484004	-129785195
-455593939	-4670268	-625167290	-984887931	-976619016
-336830909	-290411666	-441988828	-574014385	-614786576
-762421789	-157238454	-437382666	-720510977	-258559021
-249968455	-89097761	-331380188	-544630241	-877939584
-327546	-522119864	-232855987	-810788146	-153157269
-759995035	-187409882	-855376824	-675024873	-679705483
-817744989	-712832119	-246085350	-824230142	-47596706
-958085785	-526285649	-512603224	-779682898	-309171789
-489073935	-368736423	-399747115	-329890529	-162838606
-476385903	-178179757	-750132589	-221484120	-649616859
-537488613	-437637497	-195464826	-746608580	-782428231
-517725109	-288399823	-810801441	-138301599	-542334095
-839535138	-564587074	-964889437	-985687962	-224698950
-874875274	-893687485	-962819021	-450275520	-403067265
-273630643	-749520343	-933070107	-459649921	-158012457
-967206879	-786464808	-26929481	-185409432	-592155221
-664417075	-190881737	-10179842	-910725547	-674599931
-623414528	-230465700	-983727336	-2162880	-135696182
-250813015	-840259913	-800812247	-972479678	-113627519
-140355094	-887234017	-871210615	-387380223	-78994344
-152730099	-26148963	-410134954	-3711367	-490690622
-283042540	-900567327	-183678394	-639314496	-744468581
-850474027	-718171186	-357786073	-843999610	-203980441
-465142382	-436611318	-569609487	-260121613	-675205243
-309297023	-786867384	-412471885	-793542870	-99064098
-238923423	-508365729	-119287888	-804020078	-665501526
-268125873	-153212679	-346353201	-862299095	-801049448
-832583930	-108077022	-455919381	-862201801	-582223486
-16693804	-1549558	-215804677	-477946688	-819828002
-323037605	-803906008	-25015245	-556328310	-403019234
-552277577	-313253098	-251819651	-597004678	-680740241
-848292525	-681600955	-411312658	-670833213	-637946583
-721444641	-168043626	-746896998	-420326261	-457837915
-109880213	-130243041	-405969408	-746079959	-329036239
-481808285	-539009685	-913134272	-980432560	-786729116
-186582434	-33996073	-180332313	-392538332	-805408046
-737873023	-40743203	-339523706	-101530175	-148107725
-641770750	-114538805	-791209542	-935459006	-189493126
-213529731	-249481272	-547971682	-392611697	-666897274
-945661496	-908372439	-601310207	-275700213	-589600437
-837169867	-298849918	-615872175	-674286837	-724106107
-718324193	-757769461	-808422474	-424815867	-116748572
-237197827	-127037829	-376441566	-958907209	-5589842
-112495929	-715529795	-460794783	-461883889	-38245369
-173275571	-911901905	-210436400	-484314633	-554070881
-556361151	-783316144	-425458464	-829375688	-630561754
-430159392	-808741285	-843643702	-155593501	-56101923
-416774770	-462043255	-757988853	-437329270	-758905516
-540366797	-684221924	-270680937	-79998687	-141315623
-570829065	-985956252	-8506873	-591664390	-381774848
-255865278	-675521542	-166087735	-761232783	-354403839
-277452348	-422826833	-423294983	-198052128	-489188190
-47337513	-208746635	-176758390	-954930945	-681830924
-245779645	-915299619	-845875226	-785621426	-140173720
-497021302	-345146382	-634447803	-979637392	-164715225
-768533676	-749917340	-66556388	-127535878	-320400020
-886285768	-392157893	-68471839	-403678286	-787018725
-615930609	-612350908	-186778670	-948310589	-267608809
-355043942	-223438539	-583386096	-551378207	-565149709
-418301183	-657835292	-694285983	-854876497	-890155196
-575222214	-620060561	-269303648	-396682886	-349259165
-49242458	-924424048	-508728105	-626091082	-494768019
-553667391	-135231208	-774387979	-681692671	-835673323
-600553819	-844174377	-186038484	-77335640	-126818060
-816206907	-608284858	-382162614	-26018123	-986437379
-985455716	-645459155	-509562805	-157864582	-227551955
-345169762	-710979811	-282441031	-425275640	-641553107
-852560495	-658862890	-748125280	-95995792	-586949847
-85866719	-728062397	-91144991	-75065920	-905639925
-951948217	-104486309	-184629207	-365500493	-772160370
-687961440	-537397219	-227178802	-343163911	-707537791
-699622566	-385372944	-447643982	-563496267	-113396002
-713140282	-168858385	-601650635	-809821657	-762146590
-353569061	-393630502	-649878949	-890704550	-372318110
-430643318	-673255935	-248261615	-409276805	-1108257
-244884630	-424529562	-246684185	-69132778	-563501264
-135199164	-522778849	-50254929	-215005955	-770571428
-911258092	-331454999	-36599115	-214057807	-299652661
-860146512	-497456247	-33741411	-447475095	-73957347
-294234756	-763852655	-681805412	-343666725	-876860815
-267724864	-556474533	-411186890	-959663661	-672381413
-592402854	-89681508	-659017941	-555405938	-267079548
-338387856	-816667771	-222188309	-502656752	-970927404
-675220017	-148553912	-74071827	-838318048	-97760582
-532271991	-109031424	-263588972	-779305691	-772215780
-47828700	-348514822	-485218080	-412691806	-213064555
-418654359	-797345378	-449004018	-734743855	-650783203
-678097538	-341818103	-176467758	-545877003	-287712784
-666895124	-656413387	-613051674	-843033534	-21850631
-615899821	-719851067	-54162638	-190307325	-64439452
-444747301	-117384559	-644617613	-898294249	-125571074
-919941277	-914493556	-684694815	-643340123	-775251992
-237811480	-313345714	-955567739	-423032745	-58280007
-170575465	-565999830	-54177771	-719378757	-128148455
-12304730	-810707333	-99955871	-190815880	-762979880
-796348997	-806291609	-843262405	-937226446	-386169998
-782501129	-791885293	-815781433	-649990484	-749489084
-977048149	-775543897	-919674686	-925004092	-754384186
-534445202	-287973528	-146882125	-51096382	-269324946
-674142755	-947683639	-460685356	-688556015	-825492233
-490793794	-747685875	-826776903	-878884789	-222231482
-964159190	-945170609	-545841615	-134243115	-187714787
-179370255	-524766340	-897179526	-88853592	-477268039
-353681345	-136397436	-187178789	-410181837	-719486181
-914354372	-901839205	-908590097	-469848798	-346765803
-573270654	-141941822	-498637794	-551671369	-653852875
-768147350	-320132558	-205039472	-778501719	-253715344
-687892299	-906879066	-830590998	-855399	-116994270
-869373422	-465999183	-437174389	-939459266	-206590525
-53283602	-581100510	-613433455	-350924831	-921056103
-907812676	-834068985	-354373993	-440020784	-888146774
-116984421	-537220797	-48392729	-574027952	-938250089
-136874729	-104834773	-545560667	-716935267	-25841116
-252936921	-450123828	-352914244	-47211272	-562416422
-585367972	-89268404	-406437189	-184488412	-383036545
-495636223	-535101794	-332122522	-500261443	-401165982
-11392254	-591972605	-175627365	-899619445	-696250700
-916582794	-191259676	-302195558	-468060591	-467841297
-85677858	-364513764	-993760351	-986564340	-98169834
-868991553	-342574844	-627488036	-921367808	-102675142
-674362049	-237896869	-611605268	-333934464	-340581637
-112836556	-368662503	-605806626	-533972529	-448354385
-601586260	-825492146	-166198986	-633750999	-493247908
-377334837	-245002660	-793400408	-50352979	-406047190
